Element(s);Structure;Property;Value;Temp;Reference
Al,Cu;l10;a;4.01169;0;file=L10/AlCu/AlCu-L1_0.dat date=2013-03-09
Al,Cu;l10;c;3.24021;0;file=L10/AlCu/AlCu-L1_0.dat date=2013-03-09
Al,Cu;l10;c/a;0.80769;0;file=L10/AlCu/AlCu-L1_0.dat date=2013-03-09
Al,Cu;l10;Eheat;-0.20415;0;file=L10/AlCu/AlCu-L1_0.dat date=2013-03-09
Al,Hf;l10;a;4.22061;0;file=L10/AlHf/AlHf-L1_0.dat date=2013-03-09
Al,Hf;l10;c;4.12991;0;file=L10/AlHf/AlHf-L1_0.dat date=2013-03-09
Al,Hf;l10;c/a;0.97851;0;file=L10/AlHf/AlHf-L1_0.dat date=2013-03-09
Al,Hf;l10;Eheat;-0.37179;0;file=L10/AlHf/AlHf-L1_0.dat date=2013-03-09
Al,Ir;l10;a;4.22976;0;file=L10/AlIr/AlIr-L1_0.dat date=2013-03-09
Al,Ir;l10;c;2.99923;0;file=L10/AlIr/AlIr-L1_0.dat date=2013-03-09
Al,Ir;l10;c/a;0.70908;0;file=L10/AlIr/AlIr-L1_0.dat date=2013-03-09
Al,Ir;l10;Eheat;-0.96878;0;file=L10/AlIr/AlIr-L1_0.dat date=2013-03-09
Al,La;l10;a;5.35208;0;file=L10/AlLa/AlLa-L1_0.dat date=2013-03-09
Al,La;l10;c;3.78954;0;file=L10/AlLa/AlLa-L1_0.dat date=2013-03-09
Al,La;l10;c/a;0.70805;0;file=L10/AlLa/AlLa-L1_0.dat date=2013-03-09
Al,La;l10;Eheat;-0.33047;0;file=L10/AlLa/AlLa-L1_0.dat date=2013-03-09
Al,Mg;l10;a;4.23567;0;file=L10/AlMg/AlMg-L1_0.dat date=2013-03-09
Al,Mg;l10;c;4.22038;0;file=L10/AlMg/AlMg-L1_0.dat date=2013-03-09
Al,Mg;l10;c/a;0.99639;0;file=L10/AlMg/AlMg-L1_0.dat date=2013-03-09
Al,Mg;l10;Eheat;-0.01641;0;file=L10/AlMg/AlMg-L1_0.dat date=2013-03-09
Al,Ni;l10;a;4.07502;0;file=L10/AlNi/AlNi-L1_0.dat date=2013-05-06
Al,Ni;l10;c;2.84749;0;file=L10/AlNi/AlNi-L1_0.dat date=2013-05-06
Al,Ni;l10;c/a;0.69877;0;file=L10/AlNi/AlNi-L1_0.dat date=2013-05-06
Al,Ni;l10;Eheat;-0.73220;0;file=L10/AlNi/AlNi-L1_0.dat date=2013-05-06
Al,Pb;l10;a;4.86947;0;file=L10/AlPb/AlPb-L1_0.dat date=2013-03-09
Al,Pb;l10;c;4.06277;0;file=L10/AlPb/AlPb-L1_0.dat date=2013-03-09
Al,Pb;l10;c/a;0.83433;0;file=L10/AlPb/AlPb-L1_0.dat date=2013-03-09
Al,Pb;l10;Eheat;0.23131;0;file=L10/AlPb/AlPb-L1_0.dat date=2013-03-09
Al,Pd;l10;a;4.32873;0;file=L10/AlPd/AlPd-L1_0.dat date=2013-03-09
Al,Pd;l10;c;3.01849;0;file=L10/AlPd/AlPd-L1_0.dat date=2013-03-09
Al,Pd;l10;c/a;0.69732;0;file=L10/AlPd/AlPd-L1_0.dat date=2013-03-09
Al,Pd;l10;Eheat;-0.92453;0;file=L10/AlPd/AlPd-L1_0.dat date=2013-03-09
Al,Pt;l10;a;4.37863;0;file=L10/AlPt/AlPt-L1_0.dat date=2013-05-06
Al,Pt;l10;c;3.00202;0;file=L10/AlPt/AlPt-L1_0.dat date=2013-05-06
Al,Pt;l10;c/a;0.68561;0;file=L10/AlPt/AlPt-L1_0.dat date=2013-05-06
Al,Pt;l10;Eheat;-0.97098;0;file=L10/AlPt/AlPt-L1_0.dat date=2013-05-06
Al,Rh;l10;a;4.21674;0;file=L10/AlRh/AlRh-L1_0.dat date=2013-03-09
Al,Rh;l10;c;2.98359;0;file=L10/AlRh/AlRh-L1_0.dat date=2013-03-09
Al,Rh;l10;c/a;0.70756;0;file=L10/AlRh/AlRh-L1_0.dat date=2013-03-09
Al,Rh;l10;Eheat;-1.10467;0;file=L10/AlRh/AlRh-L1_0.dat date=2013-03-09
Al,Ru;l10;a;4.21638;0;file=L10/AlRu/AlRu-L1_0.dat date=2013-03-09
Al,Ru;l10;c;2.98270;0;file=L10/AlRu/AlRu-L1_0.dat date=2013-03-09
Al,Ru;l10;c/a;0.70741;0;file=L10/AlRu/AlRu-L1_0.dat date=2013-03-09
Al,Ru;l10;Eheat;-0.63495;0;file=L10/AlRu/AlRu-L1_0.dat date=2013-03-09
Al,Sc;l10;a;4.36280;0;file=L10/AlSc/AlSc-L1_0.dat date=2013-03-09
Al,Sc;l10;c;3.97499;0;file=L10/AlSc/AlSc-L1_0.dat date=2013-03-09
Al,Sc;l10;c/a;0.91111;0;file=L10/AlSc/AlSc-L1_0.dat date=2013-03-09
Al,Sc;l10;Eheat;-0.47691;0;file=L10/AlSc/AlSc-L1_0.dat date=2013-03-09
Al,Ti;l10;a;3.95391;0;file=L10/AlTi/AlTi-L1_0.dat date=2013-03-09
Al,Ti;l10;c;4.05154;0;file=L10/AlTi/AlTi-L1_0.dat date=2013-03-09
Al,Ti;l10;c/a;1.02469;0;file=L10/AlTi/AlTi-L1_0.dat date=2013-03-09
Al,Ti;l10;Eheat;-0.44906;0;file=L10/AlTi/AlTi-L1_0.dat date=2013-03-09
Al,Y;l10;a;5.03404;0;file=L10/AlY/AlY-L1_0.dat date=2013-03-09
Al,Y;l10;c;3.57630;0;file=L10/AlY/AlY-L1_0.dat date=2013-03-09
Al,Y;l10;c/a;0.71042;0;file=L10/AlY/AlY-L1_0.dat date=2013-03-09
Al,Y;l10;Eheat;-0.45745;0;file=L10/AlY/AlY-L1_0.dat date=2013-03-09
Al,Zn;l10;a;3.97241;0;file=L10/AlZn/AlZn-L1_0.dat date=2013-03-09
Al,Zn;l10;c;3.88811;0;file=L10/AlZn/AlZn-L1_0.dat date=2013-03-09
Al,Zn;l10;c/a;0.97878;0;file=L10/AlZn/AlZn-L1_0.dat date=2013-03-09
Al,Zn;l10;Eheat;0.00943;0;file=L10/AlZn/AlZn-L1_0.dat date=2013-03-09
Al,Zr;l10;a;4.26476;0;file=L10/AlZr/AlZr-L1_0.dat date=2013-03-09
Al,Zr;l10;c;4.13031;0;file=L10/AlZr/AlZr-L1_0.dat date=2013-03-09
Al,Zr;l10;c/a;0.96847;0;file=L10/AlZr/AlZr-L1_0.dat date=2013-03-09
Al,Zr;l10;Eheat;-0.47349;0;file=L10/AlZr/AlZr-L1_0.dat date=2013-03-09
Au,Ca;l10;a;5.08071;0;file=L10/AuCa/AuCa-L1_0.dat date=2013-03-09
Au,Ca;l10;c;3.54715;0;file=L10/AuCa/AuCa-L1_0.dat date=2013-03-09
Au,Ca;l10;c/a;0.69816;0;file=L10/AuCa/AuCa-L1_0.dat date=2013-03-09
Au,Ca;l10;Eheat;-0.77918;0;file=L10/AuCa/AuCa-L1_0.dat date=2013-03-09
Au,Cd;l10;a;4.52422;0;file=L10/AuCd/AuCd-L1_0.dat date=2013-03-09
Au,Cd;l10;c;3.56959;0;file=L10/AuCd/AuCd-L1_0.dat date=2013-03-09
Au,Cd;l10;c/a;0.78900;0;file=L10/AuCd/AuCd-L1_0.dat date=2013-03-09
Au,Cd;l10;Eheat;-0.22691;0;file=L10/AuCd/AuCd-L1_0.dat date=2013-03-09
Au,Co;l10;a;3.91508;0;file=L10/AuCo/AuCo-L1_0.dat date=2013-03-09
Au,Co;l10;c;3.58067;0;file=L10/AuCo/AuCo-L1_0.dat date=2013-03-09
Au,Co;l10;c/a;0.91459;0;file=L10/AuCo/AuCo-L1_0.dat date=2013-03-09
Au,Co;l10;Eheat;0.32694;0;file=L10/AuCo/AuCo-L1_0.dat date=2013-03-09
Au,Cu;l10;a;3.98369;0;file=L10/AuCu/AuCu-L1_0.dat date=2013-03-09
Au,Cu;l10;c;3.62224;0;file=L10/AuCu/AuCu-L1_0.dat date=2013-03-09
Au,Cu;l10;c/a;0.90927;0;file=L10/AuCu/AuCu-L1_0.dat date=2013-03-09
Au,Cu;l10;Eheat;-0.09038;0;file=L10/AuCu/AuCu-L1_0.dat date=2013-03-09
Au,Hf;l10;a;4.38806;0;file=L10/AuHf/AuHf-L1_0.dat date=2013-03-09
Au,Hf;l10;c;3.90470;0;file=L10/AuHf/AuHf-L1_0.dat date=2013-03-09
Au,Hf;l10;c/a;0.88984;0;file=L10/AuHf/AuHf-L1_0.dat date=2013-03-09
Au,Hf;l10;Eheat;-0.49193;0;file=L10/AuHf/AuHf-L1_0.dat date=2013-03-09
Au,Ir;l10;a;3.99013;0;file=L10/AuIr/AuIr-L1_0.dat date=2013-03-09
Au,Ir;l10;c;3.91482;0;file=L10/AuIr/AuIr-L1_0.dat date=2013-03-09
Au,Ir;l10;c/a;0.98113;0;file=L10/AuIr/AuIr-L1_0.dat date=2013-03-09
Au,Ir;l10;Eheat;0.48660;0;file=L10/AuIr/AuIr-L1_0.dat date=2013-03-09
Au,La;l10;a;5.29014;0;file=L10/AuLa/AuLa-L1_0.dat date=2013-03-09
Au,La;l10;c;3.76492;0;file=L10/AuLa/AuLa-L1_0.dat date=2013-03-09
Au,La;l10;c/a;0.71169;0;file=L10/AuLa/AuLa-L1_0.dat date=2013-03-09
Au,La;l10;Eheat;-0.72312;0;file=L10/AuLa/AuLa-L1_0.dat date=2013-03-09
Au,Mg;l10;a;4.66464;0;file=L10/AuMg/AuMg-L1_0.dat date=2013-03-09
Au,Mg;l10;c;3.18110;0;file=L10/AuMg/AuMg-L1_0.dat date=2013-03-09
Au,Mg;l10;c/a;0.68196;0;file=L10/AuMg/AuMg-L1_0.dat date=2013-03-09
Au,Mg;l10;Eheat;-0.63919;0;file=L10/AuMg/AuMg-L1_0.dat date=2013-03-09
Au,Ni;l10;a;4.08580;0;file=L10/AuNi/AuNi-L1_0.dat date=2013-03-09
Au,Ni;l10;c;3.32782;0;file=L10/AuNi/AuNi-L1_0.dat date=2013-03-09
Au,Ni;l10;c/a;0.81449;0;file=L10/AuNi/AuNi-L1_0.dat date=2013-03-09
Au,Ni;l10;Eheat;0.07326;0;file=L10/AuNi/AuNi-L1_0.dat date=2013-03-09
Au,Pb;l10;a;5.06899;0;file=L10/AuPb/AuPb-L1_0.dat date=2013-03-09
Au,Pb;l10;c;3.56863;0;file=L10/AuPb/AuPb-L1_0.dat date=2013-03-09
Au,Pb;l10;c/a;0.70401;0;file=L10/AuPb/AuPb-L1_0.dat date=2013-03-09
Au,Pb;l10;Eheat;-0.03130;0;file=L10/AuPb/AuPb-L1_0.dat date=2013-03-09
Au,Pd;l10;a;3.99714;0;file=L10/AuPd/AuPd-L1_0.dat date=2013-03-09
Au,Pd;l10;c;3.97401;0;file=L10/AuPd/AuPd-L1_0.dat date=2013-03-09
Au,Pd;l10;c/a;0.99421;0;file=L10/AuPd/AuPd-L1_0.dat date=2013-03-09
Au,Pd;l10;Eheat;-0.10093;0;file=L10/AuPd/AuPd-L1_0.dat date=2013-03-09
Au,Pt;l10;a;3.98554;0;file=L10/AuPt/AuPt-L1_0.dat date=2013-03-09
Au,Pt;l10;c;4.05640;0;file=L10/AuPt/AuPt-L1_0.dat date=2013-03-09
Au,Pt;l10;c/a;1.01778;0;file=L10/AuPt/AuPt-L1_0.dat date=2013-03-09
Au,Pt;l10;Eheat;0.04445;0;file=L10/AuPt/AuPt-L1_0.dat date=2013-03-09
Au,Rh;l10;a;3.95449;0;file=L10/AuRh/AuRh-L1_0.dat date=2013-03-09
Au,Rh;l10;c;3.95421;0;file=L10/AuRh/AuRh-L1_0.dat date=2013-03-09
Au,Rh;l10;c/a;0.99993;0;file=L10/AuRh/AuRh-L1_0.dat date=2013-03-09
Au,Rh;l10;Eheat;0.21914;0;file=L10/AuRh/AuRh-L1_0.dat date=2013-03-09
Au,Ru;l10;a;3.89368;0;file=L10/AuRu/AuRu-L1_0.dat date=2013-03-09
Au,Ru;l10;c;4.02085;0;file=L10/AuRu/AuRu-L1_0.dat date=2013-03-09
Au,Ru;l10;c/a;1.03266;0;file=L10/AuRu/AuRu-L1_0.dat date=2013-03-09
Au,Ru;l10;Eheat;0.51575;0;file=L10/AuRu/AuRu-L1_0.dat date=2013-03-09
Au,Sc;l10;a;4.73556;0;file=L10/AuSc/AuSc-L1_0.dat date=2013-03-09
Au,Sc;l10;c;3.37563;0;file=L10/AuSc/AuSc-L1_0.dat date=2013-03-09
Au,Sc;l10;c/a;0.71283;0;file=L10/AuSc/AuSc-L1_0.dat date=2013-03-09
Au,Sc;l10;Eheat;-0.86094;0;file=L10/AuSc/AuSc-L1_0.dat date=2013-03-09
Au,Ti;l10;a;4.09062;0;file=L10/AuTi/AuTi-L1_0.dat date=2013-03-09
Au,Ti;l10;c;3.92616;0;file=L10/AuTi/AuTi-L1_0.dat date=2013-03-09
Au,Ti;l10;c/a;0.95980;0;file=L10/AuTi/AuTi-L1_0.dat date=2013-03-09
Au,Ti;l10;Eheat;-0.44725;0;file=L10/AuTi/AuTi-L1_0.dat date=2013-03-09
Au,Y;l10;a;5.00953;0;file=L10/AuY/AuY-L1_0.dat date=2013-03-09
Au,Y;l10;c;3.56659;0;file=L10/AuY/AuY-L1_0.dat date=2013-03-09
Au,Y;l10;c/a;0.71196;0;file=L10/AuY/AuY-L1_0.dat date=2013-03-09
Au,Y;l10;Eheat;-0.90929;0;file=L10/AuY/AuY-L1_0.dat date=2013-03-09
Au,Zn;l10;a;4.52311;0;file=L10/AuZn/AuZn-L1_0.dat date=2013-03-09
Au,Zn;l10;c;3.00814;0;file=L10/AuZn/AuZn-L1_0.dat date=2013-03-09
Au,Zn;l10;c/a;0.66506;0;file=L10/AuZn/AuZn-L1_0.dat date=2013-03-09
Au,Zn;l10;Eheat;-0.25519;0;file=L10/AuZn/AuZn-L1_0.dat date=2013-03-09
Au,Zr;l10;a;4.30796;0;file=L10/AuZr/AuZr-L1_0.dat date=2013-03-09
Au,Zr;l10;c;4.08057;0;file=L10/AuZr/AuZr-L1_0.dat date=2013-03-09
Au,Zr;l10;c/a;0.94722;0;file=L10/AuZr/AuZr-L1_0.dat date=2013-03-09
Au,Zr;l10;Eheat;-0.57339;0;file=L10/AuZr/AuZr-L1_0.dat date=2013-03-09
Ca,Cd;l10;a;5.33329;0;file=L10/CaCd/CaCd-L1_0.dat date=2013-03-09
Ca,Cd;l10;c;3.77966;0;file=L10/CaCd/CaCd-L1_0.dat date=2013-03-09
Ca,Cd;l10;c/a;0.70869;0;file=L10/CaCd/CaCd-L1_0.dat date=2013-03-09
Ca,Cd;l10;Eheat;-0.36867;0;file=L10/CaCd/CaCd-L1_0.dat date=2013-03-09
Ca,Co;l10;a;4.71117;0;file=L10/CaCo/CaCo-L1_0.dat date=2013-03-09
Ca,Co;l10;c;3.33641;0;file=L10/CaCo/CaCo-L1_0.dat date=2013-03-09
Ca,Co;l10;c/a;0.70819;0;file=L10/CaCo/CaCo-L1_0.dat date=2013-03-09
Ca,Co;l10;Eheat;0.52390;0;file=L10/CaCo/CaCo-L1_0.dat date=2013-03-09
Ca,Cu;l10;a;4.97099;0;file=L10/CaCu/CaCu-L1_0.dat date=2013-03-09
Ca,Cu;l10;c;3.46853;0;file=L10/CaCu/CaCu-L1_0.dat date=2013-03-09
Ca,Cu;l10;c/a;0.69776;0;file=L10/CaCu/CaCu-L1_0.dat date=2013-03-09
Ca,Cu;l10;Eheat;-0.03764;0;file=L10/CaCu/CaCu-L1_0.dat date=2013-03-09
Ca,Hf;l10;a;4.50827;0;file=L10/CaHf/CaHf-L1_0.dat date=2013-03-09
Ca,Hf;l10;c;5.23681;0;file=L10/CaHf/CaHf-L1_0.dat date=2013-03-09
Ca,Hf;l10;c/a;1.16160;0;file=L10/CaHf/CaHf-L1_0.dat date=2013-03-09
Ca,Hf;l10;Eheat;0.57418;0;file=L10/CaHf/CaHf-L1_0.dat date=2013-03-09
Ca,Ir;l10;a;4.30613;0;file=L10/CaIr/CaIr-L1_0.dat date=2013-03-09
Ca,Ir;l10;c;4.03800;0;file=L10/CaIr/CaIr-L1_0.dat date=2013-03-09
Ca,Ir;l10;c/a;0.93773;0;file=L10/CaIr/CaIr-L1_0.dat date=2013-03-09
Ca,Ir;l10;Eheat;0.00609;0;file=L10/CaIr/CaIr-L1_0.dat date=2013-03-09
Ca,La;l10;a;5.21889;0;file=L10/CaLa/CaLa-L1_0.dat date=2013-03-09
Ca,La;l10;c;5.58874;0;file=L10/CaLa/CaLa-L1_0.dat date=2013-03-09
Ca,La;l10;c/a;1.07087;0;file=L10/CaLa/CaLa-L1_0.dat date=2013-03-09
Ca,La;l10;Eheat;0.06126;0;file=L10/CaLa/CaLa-L1_0.dat date=2013-03-09
Ca,Mg;l10;a;5.55140;0;file=L10/CaMg/CaMg-L1_0.dat date=2013-03-09
Ca,Mg;l10;c;3.94349;0;file=L10/CaMg/CaMg-L1_0.dat date=2013-03-09
Ca,Mg;l10;c/a;0.71036;0;file=L10/CaMg/CaMg-L1_0.dat date=2013-03-09
Ca,Mg;l10;Eheat;-0.09414;0;file=L10/CaMg/CaMg-L1_0.dat date=2013-03-09
Ca,Ni;l10;a;4.77565;0;file=L10/CaNi/CaNi-L1_0.dat date=2013-03-09
Ca,Ni;l10;c;3.34577;0;file=L10/CaNi/CaNi-L1_0.dat date=2013-03-09
Ca,Ni;l10;c/a;0.70059;0;file=L10/CaNi/CaNi-L1_0.dat date=2013-03-09
Ca,Ni;l10;Eheat;0.04216;0;file=L10/CaNi/CaNi-L1_0.dat date=2013-03-09
Ca,Pb;l10;a;5.03714;0;file=L10/CaPb/CaPb-L1_0.dat date=2013-03-09
Ca,Pb;l10;c;4.53020;0;file=L10/CaPb/CaPb-L1_0.dat date=2013-03-09
Ca,Pb;l10;c/a;0.89936;0;file=L10/CaPb/CaPb-L1_0.dat date=2013-03-09
Ca,Pb;l10;Eheat;-0.58709;0;file=L10/CaPb/CaPb-L1_0.dat date=2013-03-09
Ca,Pd;l10;a;4.96138;0;file=L10/CaPd/CaPd-L1_0.dat date=2013-03-09
Ca,Pd;l10;c;3.41213;0;file=L10/CaPd/CaPd-L1_0.dat date=2013-03-09
Ca,Pd;l10;c/a;0.68774;0;file=L10/CaPd/CaPd-L1_0.dat date=2013-03-09
Ca,Pd;l10;Eheat;-0.62685;0;file=L10/CaPd/CaPd-L1_0.dat date=2013-03-09
Ca,Pt;l10;a;4.89332;0;file=L10/CaPt/CaPt-L1_0.dat date=2013-03-09
Ca,Pt;l10;c;3.39336;0;file=L10/CaPt/CaPt-L1_0.dat date=2013-03-09
Ca,Pt;l10;c/a;0.69347;0;file=L10/CaPt/CaPt-L1_0.dat date=2013-03-09
Ca,Pt;l10;Eheat;-0.80019;0;file=L10/CaPt/CaPt-L1_0.dat date=2013-03-09
Ca,Rh;l10;a;4.80003;0;file=L10/CaRh/CaRh-L1_0.dat date=2013-03-09
Ca,Rh;l10;c;3.33640;0;file=L10/CaRh/CaRh-L1_0.dat date=2013-03-09
Ca,Rh;l10;c/a;0.69508;0;file=L10/CaRh/CaRh-L1_0.dat date=2013-03-09
Ca,Rh;l10;Eheat;-0.21564;0;file=L10/CaRh/CaRh-L1_0.dat date=2013-03-09
Ca,Ru;l10;a;4.16233;0;file=L10/CaRu/CaRu-L1_0.dat date=2013-03-09
Ca,Ru;l10;c;4.34641;0;file=L10/CaRu/CaRu-L1_0.dat date=2013-03-09
Ca,Ru;l10;c/a;1.04423;0;file=L10/CaRu/CaRu-L1_0.dat date=2013-03-09
Ca,Ru;l10;Eheat;0.63726;0;file=L10/CaRu/CaRu-L1_0.dat date=2013-03-09
Ca,Sc;l10;a;4.85451;0;file=L10/CaSc/CaSc-L1_0.dat date=2013-03-09
Ca,Sc;l10;c;5.20936;0;file=L10/CaSc/CaSc-L1_0.dat date=2013-03-09
Ca,Sc;l10;c/a;1.07310;0;file=L10/CaSc/CaSc-L1_0.dat date=2013-03-09
Ca,Sc;l10;Eheat;0.29610;0;file=L10/CaSc/CaSc-L1_0.dat date=2013-03-09
Ca,Ti;l10;a;4.41573;0;file=L10/CaTi/CaTi-L1_0.dat date=2013-03-09
Ca,Ti;l10;c;5.03603;0;file=L10/CaTi/CaTi-L1_0.dat date=2013-03-09
Ca,Ti;l10;c/a;1.14047;0;file=L10/CaTi/CaTi-L1_0.dat date=2013-03-09
Ca,Ti;l10;Eheat;0.68002;0;file=L10/CaTi/CaTi-L1_0.dat date=2013-03-09
Ca,Y;l10;a;5.05706;0;file=L10/CaY/CaY-L1_0.dat date=2013-03-11
Ca,Y;l10;c;5.45007;0;file=L10/CaY/CaY-L1_0.dat date=2013-03-11
Ca,Y;l10;c/a;1.07771;0;file=L10/CaY/CaY-L1_0.dat date=2013-03-11
Ca,Y;l10;Eheat;0.17673;0;file=L10/CaY/CaY-L1_0.dat date=2013-03-11
Ca,Zn;l10;a;5.11828;0;file=L10/CaZn/CaZn-L1_0.dat date=2013-05-06
Ca,Zn;l10;c;3.62840;0;file=L10/CaZn/CaZn-L1_0.dat date=2013-05-06
Ca,Zn;l10;c/a;0.70891;0;file=L10/CaZn/CaZn-L1_0.dat date=2013-05-06
Ca,Zn;l10;Eheat;-0.20692;0;file=L10/CaZn/CaZn-L1_0.dat date=2013-05-06
Ca,Zr;l10;a;4.53192;0;file=L10/CaZr/CaZr-L1_0.dat date=2013-03-09
Ca,Zr;l10;c;5.29836;0;file=L10/CaZr/CaZr-L1_0.dat date=2013-03-09
Ca,Zr;l10;c/a;1.16912;0;file=L10/CaZr/CaZr-L1_0.dat date=2013-03-09
Ca,Zr;l10;Eheat;0.47310;0;file=L10/CaZr/CaZr-L1_0.dat date=2013-03-09
Cd,Co;l10;a;4.31631;0;file=L10/CdCo/CdCo-L1_0.dat date=2013-03-09
Cd,Co;l10;c;3.04683;0;file=L10/CdCo/CdCo-L1_0.dat date=2013-03-09
Cd,Co;l10;c/a;0.70589;0;file=L10/CdCo/CdCo-L1_0.dat date=2013-03-09
Cd,Co;l10;Eheat;0.28526;0;file=L10/CdCo/CdCo-L1_0.dat date=2013-03-09
Cd,Cu;l10;a;4.52191;0;file=L10/CdCu/CdCu-L1_0.dat date=2013-03-09
Cd,Cu;l10;c;2.99261;0;file=L10/CdCu/CdCu-L1_0.dat date=2013-03-09
Cd,Cu;l10;c/a;0.66180;0;file=L10/CdCu/CdCu-L1_0.dat date=2013-03-09
Cd,Cu;l10;Eheat;-0.01093;0;file=L10/CdCu/CdCu-L1_0.dat date=2013-03-09
Cd,Hf;l10;a;4.31562;0;file=L10/CdHf/CdHf-L1_0.dat date=2013-03-09
Cd,Hf;l10;c;4.33018;0;file=L10/CdHf/CdHf-L1_0.dat date=2013-03-09
Cd,Hf;l10;c/a;1.00337;0;file=L10/CdHf/CdHf-L1_0.dat date=2013-03-09
Cd,Hf;l10;Eheat;-0.05008;0;file=L10/CdHf/CdHf-L1_0.dat date=2013-03-09
Cd,Ir;l10;a;3.99863;0;file=L10/CdIr/CdIr-L1_0.dat date=2013-03-09
Cd,Ir;l10;c;4.04796;0;file=L10/CdIr/CdIr-L1_0.dat date=2013-03-09
Cd,Ir;l10;c/a;1.01234;0;file=L10/CdIr/CdIr-L1_0.dat date=2013-03-09
Cd,Ir;l10;Eheat;0.24586;0;file=L10/CdIr/CdIr-L1_0.dat date=2013-03-09
Cd,La;l10;a;5.48892;0;file=L10/CdLa/CdLa-L1_0.dat date=2013-03-09
Cd,La;l10;c;3.88510;0;file=L10/CdLa/CdLa-L1_0.dat date=2013-03-09
Cd,La;l10;c/a;0.70781;0;file=L10/CdLa/CdLa-L1_0.dat date=2013-03-09
Cd,La;l10;Eheat;-0.34203;0;file=L10/CdLa/CdLa-L1_0.dat date=2013-03-09
Cd,Mg;l10;a;4.54269;0;file=L10/CdMg/CdMg-L1_0.dat date=2013-03-09
Cd,Mg;l10;c;3.98574;0;file=L10/CdMg/CdMg-L1_0.dat date=2013-03-09
Cd,Mg;l10;c/a;0.87739;0;file=L10/CdMg/CdMg-L1_0.dat date=2013-03-09
Cd,Mg;l10;Eheat;-0.12067;0;file=L10/CdMg/CdMg-L1_0.dat date=2013-03-09
Cd,Ni;l10;a;4.10025;0;file=L10/CdNi/CdNi-L1_0.dat date=2013-03-09
Cd,Ni;l10;c;3.42309;0;file=L10/CdNi/CdNi-L1_0.dat date=2013-03-09
Cd,Ni;l10;c/a;0.83485;0;file=L10/CdNi/CdNi-L1_0.dat date=2013-03-09
Cd,Ni;l10;Eheat;-0.03187;0;file=L10/CdNi/CdNi-L1_0.dat date=2013-03-09
Cd,Pb;l10;a;4.74967;0;file=L10/CdPb/CdPb-L1_0.dat date=2013-03-09
Cd,Pb;l10;c;4.58079;0;file=L10/CdPb/CdPb-L1_0.dat date=2013-03-09
Cd,Pb;l10;c/a;0.96445;0;file=L10/CdPb/CdPb-L1_0.dat date=2013-03-09
Cd,Pb;l10;Eheat;0.05142;0;file=L10/CdPb/CdPb-L1_0.dat date=2013-03-09
Cd,Pd;l10;a;4.24039;0;file=L10/CdPd/CdPd-L1_0.dat date=2013-03-09
Cd,Pd;l10;c;3.66087;0;file=L10/CdPd/CdPd-L1_0.dat date=2013-03-09
Cd,Pd;l10;c/a;0.86333;0;file=L10/CdPd/CdPd-L1_0.dat date=2013-03-09
Cd,Pd;l10;Eheat;-0.46461;0;file=L10/CdPd/CdPd-L1_0.dat date=2013-03-09
Cd,Pt;l10;a;4.16997;0;file=L10/CdPt/CdPt-L1_0.dat date=2013-03-09
Cd,Pt;l10;c;3.81899;0;file=L10/CdPt/CdPt-L1_0.dat date=2013-03-09
Cd,Pt;l10;c/a;0.91583;0;file=L10/CdPt/CdPt-L1_0.dat date=2013-03-09
Cd,Pt;l10;Eheat;-0.38466;0;file=L10/CdPt/CdPt-L1_0.dat date=2013-03-09
Cd,Rh;l10;a;4.49161;0;file=L10/CdRh/CdRh-L1_0.dat date=2013-03-09
Cd,Rh;l10;c;3.17349;0;file=L10/CdRh/CdRh-L1_0.dat date=2013-03-09
Cd,Rh;l10;c/a;0.70654;0;file=L10/CdRh/CdRh-L1_0.dat date=2013-03-09
Cd,Rh;l10;Eheat;-0.09679;0;file=L10/CdRh/CdRh-L1_0.dat date=2013-03-09
Cd,Ru;l10;a;3.92505;0;file=L10/CdRu/CdRu-L1_0.dat date=2013-03-09
Cd,Ru;l10;c;4.15144;0;file=L10/CdRu/CdRu-L1_0.dat date=2013-03-09
Cd,Ru;l10;c/a;1.05768;0;file=L10/CdRu/CdRu-L1_0.dat date=2013-03-09
Cd,Ru;l10;Eheat;0.51557;0;file=L10/CdRu/CdRu-L1_0.dat date=2013-03-09
Cd,Sc;l10;a;4.92651;0;file=L10/CdSc/CdSc-L1_0.dat date=2013-03-09
Cd,Sc;l10;c;3.47357;0;file=L10/CdSc/CdSc-L1_0.dat date=2013-03-09
Cd,Sc;l10;c/a;0.70508;0;file=L10/CdSc/CdSc-L1_0.dat date=2013-03-09
Cd,Sc;l10;Eheat;-0.35156;0;file=L10/CdSc/CdSc-L1_0.dat date=2013-03-09
Cd,Ti;l10;a;4.10037;0;file=L10/CdTi/CdTi-L1_0.dat date=2013-03-09
Cd,Ti;l10;c;4.23764;0;file=L10/CdTi/CdTi-L1_0.dat date=2013-03-09
Cd,Ti;l10;c/a;1.03348;0;file=L10/CdTi/CdTi-L1_0.dat date=2013-03-09
Cd,Ti;l10;Eheat;-0.05974;0;file=L10/CdTi/CdTi-L1_0.dat date=2013-03-09
Cd,Y;l10;a;5.21784;0;file=L10/CdY/CdY-L1_0.dat date=2013-03-09
Cd,Y;l10;c;3.67320;0;file=L10/CdY/CdY-L1_0.dat date=2013-03-09
Cd,Y;l10;c/a;0.70397;0;file=L10/CdY/CdY-L1_0.dat date=2013-03-09
